,abiturient_id,add_time,name,true,eduform_id,fintype_id,ex_1,ex_2,ex_3,point_1,point_2,point_3
0,202100002,2021-03-04,Машиностроение,0,2,2,Математика,Физика,Русский язык,0,0,0.0
1,202100004,2021-03-17,Боеприпасы и взрыватели,1,1,1,Математика,Физика,Русский язык,68,61,82.0
2,202100004,2021-03-17,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,1,1,Математика,Физика,Русский язык,68,61,82.0
3,202100004,2021-03-17,Технологические машины и оборудование,0,1,1,Математика,Физика,Русский язык,68,61,82.0
4,202100004,2021-03-17,Машиностроение,0,1,1,Математика,Физика,Русский язык,68,61,82.0
5,202100004,2021-03-17,Управление в технических системах,0,1,1,Математика,Физика,Русский язык,68,61,82.0
6,202100007,2021-04-06,Управление в технических системах,0,1,1,Математика,Физика,Русский язык,74,66,87.0
7,202100007,2021-04-06,Ракетные комплексы и космонавтика,0,1,1,Математика,Физика,Русский язык,74,66,87.0
8,202100007,2021-04-06,Двигатели летательных аппаратов,0,1,1,Математика,Физика,Русский язык,74,66,87.0
9,202100007,2021-04-06,Энергетическое машиностроение,0,1,1,Математика,Физика,Русский язык,74,66,87.0
10,202100008,2021-04-09,Машиностроение,1,2,2,Математика,Физика,Русский язык,74,55,72.0
11,202100009,2021-04-22,Программная инженерия,1,2,2,Математика,Информатика и ИКТ,Русский язык,98,88,59.0
12,202100010,2021-04-23,Машиностроение,0,2,2,Математика,Физика,Русский язык,76,14,36.0
13,202100011,2021-05-13,Программная инженерия,0,2,2,Математика,Информатика и ИКТ,Русский язык,0,0,0.0
14,202100011,2021-05-13,Машиностроение,0,2,2,Математика,Физика,Русский язык,0,0,0.0
15,202100000,2021-05-16,Боеприпасы и взрыватели,0,1,1,Математика,Физика,Русский язык,0,0,0.0
16,202100162,2021-06-03,Программная инженерия,0,2,2,Математика,Информатика и ИКТ,Русский язык,0,0,0.0
17,202100151,2021-06-03,Фундаментальная и прикладная лингвистика,0,1,2,Иностранный язык,Математика,Русский язык,77,70,70.0
18,202100173,2021-06-04,Программная инженерия,0,1,1,Математика,Информатика и ИКТ,Русский язык,56,60,76.0
19,202100173,2021-06-04,Программная инженерия,1,1,2,Математика,Информатика и ИКТ,Русский язык,56,60,76.0
20,202100231,2021-06-11,Информатика и вычислительная техника,0,1,1,Математика,Информатика и ИКТ,Русский язык,0,0,0.0
21,202100231,2021-06-11,Информационные системы и технологии,0,1,1,Математика,Информатика и ИКТ,Русский язык,0,0,0.0
22,202100231,2021-06-11,Программная инженерия,0,1,1,Математика,Информатика и ИКТ,Русский язык,0,0,0.0
23,202100298,2021-06-15,Машиностроение,0,2,2,Математика,Физика,Русский язык,45,30,54.0
24,202100077,2021-06-16,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,1,1,Математика,Физика,Русский язык,45,14,59.0
25,202100077,2021-06-16,Ракетные комплексы и космонавтика,0,1,1,Математика,Физика,Русский язык,45,14,59.0
26,202100339,2021-06-17,Экономика,0,3,2,Математика,Обществознание,Русский язык,0,0,0.0
27,202100340,2021-06-17,Лазерная техника и лазерные технологии,0,1,1,Математика,Физика,Русский язык,70,78,67.0
28,202100340,2021-06-17,Ракетные комплексы и космонавтика,0,1,1,Математика,Физика,Русский язык,70,78,67.0
29,202100340,2021-06-17,Радиоэлектронные системы и комплексы,1,1,1,Математика,Физика,Русский язык,70,78,67.0
30,202100340,2021-06-17,Теплоэнергетика и теплотехника,0,1,1,Математика,Физика,Русский язык,70,78,67.0
31,202100340,2021-06-17,Оптотехника,0,1,1,Математика,Физика,Русский язык,70,78,67.0
32,202100303,2021-06-17,Информационные системы и технологии,0,1,1,Математика,Информатика и ИКТ,Русский язык,98,85,86.0
33,202100303,2021-06-17,Программная инженерия,0,1,1,Математика,Информатика и ИКТ,Русский язык,98,85,86.0
34,202100103,2021-06-17,Интегрированные системы летательных аппаратов,1,1,1,Математика,Информатика и ИКТ,Русский язык,90,65,88.0
35,202100103,2021-06-17,Системы управления летательными аппаратами,0,1,1,Математика,Информатика и ИКТ,Русский язык,90,65,88.0
36,202100304,2021-06-17,Перевод и переводоведение,1,1,2,Иностранный язык,Обществознание,Русский язык,82,63,78.0
37,202100368,2021-06-18,Машиностроение,0,1,1,Математика,Физика,Русский язык,0,0,0.0
38,202100368,2021-06-18,Конструкторско-технологическое обеспечение машиностроительных производств,0,1,1,Математика,Физика,Русский язык,0,0,0.0
39,202100469,2021-06-21,Машиностроение,0,2,2,Математика,Физика,Русский язык,0,0,0.0
40,202100390,2021-06-21,Машиностроение,1,2,2,Математика,Физика,Русский язык,80,57,64.0
41,202100408,2021-06-21,Управление в технических системах,0,1,1,Математика,Физика,Русский язык,82,64,59.0
42,202100408,2021-06-21,Стандартизация и метрология,1,1,1,Математика,Физика,Русский язык,82,64,59.0
43,202100343,2021-06-22,Машиностроение,1,2,2,Математика,Физика,Русский язык,70,49,41.0
44,202100404,2021-06-22,Программная инженерия,0,2,2,Математика,Информатика и ИКТ,Русский язык,84,53,82.0
45,202100404,2021-06-22,Техносферная безопасность,0,2,2,Математика,Информатика и ИКТ,Русский язык,84,53,82.0
46,202100062,2021-06-23,Информатика и вычислительная техника,0,1,1,Математика,Информатика и ИКТ,Русский язык,72,66,67.0
47,202100062,2021-06-23,Информационные системы и технологии,0,1,1,Математика,Информатика и ИКТ,Русский язык,72,66,67.0
48,202100062,2021-06-23,Программная инженерия,0,1,1,Математика,Информатика и ИКТ,Русский язык,72,66,67.0
49,202100014,2021-06-23,Машиностроение,0,2,2,Математика,Физика,Русский язык,0,0,0.0
50,202100112,2021-06-24,Фундаментальная и прикладная лингвистика,1,1,2,Иностранный язык,Математика,Русский язык,80,70,82.0
51,202100622,2021-06-24,Оптотехника,0,1,1,Математика,Физика,Русский язык,72,51,76.0
52,202100622,2021-06-24,Лазерная техника и лазерные технологии,0,1,1,Математика,Физика,Русский язык,72,51,76.0
53,202100622,2021-06-24,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,1,1,Математика,Физика,Русский язык,72,51,76.0
54,202100622,2021-06-24,Ракетные комплексы и космонавтика,0,1,1,Математика,Физика,Русский язык,72,51,76.0
55,202100622,2021-06-24,Проектирование авиационных и ракетных двигателей,0,1,1,Математика,Физика,Русский язык,72,51,76.0
56,202100608,2021-06-24,Теплоэнергетика и теплотехника,1,1,1,Математика,Физика,Русский язык,70,57,82.0
57,202100608,2021-06-24,Двигатели летательных аппаратов,0,1,1,Математика,Физика,Русский язык,70,57,82.0
58,202100608,2021-06-24,Стандартизация и метрология,0,1,1,Математика,Физика,Русский язык,70,57,82.0
59,202100608,2021-06-24,Мехатроника и робототехника,0,1,1,Математика,Физика,Русский язык,70,57,82.0
60,202100608,2021-06-24,Прикладная механика,0,1,1,Математика,Физика,Русский язык,70,57,82.0
61,202100609,2021-06-24,Ракетные комплексы и космонавтика,0,1,1,Математика,Физика,Русский язык,72,57,84.0
62,202100609,2021-06-24,Двигатели летательных аппаратов,1,1,1,Математика,Физика,Русский язык,72,57,84.0
63,202100609,2021-06-24,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,1,1,Математика,Физика,Русский язык,72,57,84.0
64,202100609,2021-06-24,Проектирование авиационных и ракетных двигателей,0,1,1,Математика,Физика,Русский язык,72,57,84.0
65,202100352,2021-06-24,Информационные системы и технологии,0,1,1,Математика,Информатика и ИКТ,Русский язык,68,73,76.0
66,202100661,2021-06-24,Приборостроение,0,1,1,Математика,Физика,Русский язык,80,61,92.0
67,202100661,2021-06-24,Машиностроение,0,1,1,Математика,Физика,Русский язык,80,61,92.0
68,202100661,2021-06-24,Технологические машины и оборудование,0,1,1,Математика,Физика,Русский язык,80,61,92.0
69,202100661,2021-06-24,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",1,1,1,Математика,Физика,Русский язык,80,61,92.0
70,202100661,2021-06-24,Конструкторско-технологическое обеспечение машиностроительных производств,0,1,1,Математика,Физика,Русский язык,80,61,92.0
71,202100699,2021-06-25,Машиностроение,0,1,1,Математика,Физика,Русский язык,39,46,67.0
72,202100699,2021-06-25,Технологические машины и оборудование,0,1,1,Математика,Физика,Русский язык,39,46,67.0
73,202100699,2021-06-25,Конструкторско-технологическое обеспечение машиностроительных производств,0,1,1,Математика,Физика,Русский язык,39,46,67.0
74,202100699,2021-06-25,Баллистика и гидроаэродинамика,0,1,1,Математика,Физика,Русский язык,39,46,67.0
75,202100699,2021-06-25,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,1,1,Математика,Физика,Русский язык,39,46,67.0
76,202100290,2021-06-25,Теплоэнергетика и теплотехника,0,1,1,Математика,Физика,Русский язык,70,54,82.0
77,202100290,2021-06-25,Теплоэнергетика и теплотехника,0,1,2,Математика,Физика,Русский язык,70,54,82.0
78,202100290,2021-06-25,Навигационно-баллистическое обеспечение применения космической техники,0,1,1,Математика,Физика,Русский язык,70,54,82.0
79,202100290,2021-06-25,Навигационно-баллистическое обеспечение применения космической техники,0,1,2,Математика,Физика,Русский язык,70,54,82.0
80,202100290,2021-06-25,Баллистика и гидроаэродинамика,0,1,1,Математика,Физика,Русский язык,70,54,82.0
81,202100290,2021-06-25,Баллистика и гидроаэродинамика,0,1,2,Математика,Физика,Русский язык,70,54,82.0
82,202100290,2021-06-25,Управление в технических системах,0,1,1,Математика,Физика,Русский язык,70,54,82.0
83,202100290,2021-06-25,Управление в технических системах,0,1,2,Математика,Физика,Русский язык,70,54,82.0
84,202100290,2021-06-25,Специальные организационно-технические системы,0,1,1,Математика,Физика,Русский язык,70,54,82.0
85,202100290,2021-06-25,Специальные организационно-технические системы,0,1,2,Математика,Физика,Русский язык,70,54,82.0
86,202100432,2021-06-25,Информатика и вычислительная техника,0,1,1,Математика,Информатика и ИКТ,Русский язык,50,79,89.0
87,202100432,2021-06-25,Программная инженерия,0,1,1,Математика,Информатика и ИКТ,Русский язык,50,79,89.0
88,202100432,2021-06-25,Информационные системы и технологии,0,1,1,Математика,Информатика и ИКТ,Русский язык,50,79,89.0
89,202100432,2021-06-25,Информатика и вычислительная техника,0,1,2,Математика,Информатика и ИКТ,Русский язык,50,79,89.0
90,202100432,2021-06-25,Программная инженерия,0,1,2,Математика,Информатика и ИКТ,Русский язык,50,79,89.0
91,202100432,2021-06-25,Информационные системы и технологии,0,1,2,Математика,Информатика и ИКТ,Русский язык,50,79,89.0
92,202100718,2021-06-25,Теплоэнергетика и теплотехника,0,1,1,Математика,Физика,Русский язык,62,66,69.0
93,202100718,2021-06-25,Теплоэнергетика и теплотехника,0,1,2,Математика,Физика,Русский язык,62,66,69.0
94,202100718,2021-06-25,Управление в технических системах,0,1,1,Математика,Физика,Русский язык,62,66,69.0
95,202100718,2021-06-25,Управление в технических системах,0,1,2,Математика,Физика,Русский язык,62,66,69.0
96,202100718,2021-06-25,Приборостроение,1,1,1,Математика,Физика,Русский язык,62,66,69.0
97,202100718,2021-06-25,Приборостроение,0,1,2,Математика,Физика,Русский язык,62,66,69.0
98,202100718,2021-06-25,Энергетическое машиностроение,0,1,1,Математика,Физика,Русский язык,62,66,69.0
99,202100718,2021-06-25,Энергетическое машиностроение,0,1,2,Математика,Физика,Русский язык,62,66,69.0
100,202100718,2021-06-25,Ракетные комплексы и космонавтика,0,1,1,Математика,Физика,Русский язык,62,66,69.0
101,202100718,2021-06-25,Ракетные комплексы и космонавтика,0,1,2,Математика,Физика,Русский язык,62,66,69.0
102,202100426,2021-06-25,Приборостроение,0,1,1,Математика,Физика,Русский язык,78,55,70.0
103,202100426,2021-06-25,Теплоэнергетика и теплотехника,0,1,1,Математика,Физика,Русский язык,78,55,70.0
104,202100426,2021-06-25,Стандартизация и метрология,0,1,1,Математика,Физика,Русский язык,78,55,70.0
105,202100671,2021-06-25,Машиностроение,0,1,1,Математика,Физика,Русский язык,80,83,94.0
106,202100671,2021-06-25,Конструкторско-технологическое обеспечение машиностроительных производств,0,1,1,Математика,Физика,Русский язык,80,83,94.0
107,202100671,2021-06-25,Прикладная механика,0,1,1,Математика,Физика,Русский язык,80,83,94.0
108,202100671,2021-06-25,Мехатроника и робототехника,0,1,1,Математика,Физика,Русский язык,80,83,94.0
109,202100723,2021-06-25,Стандартизация и метрология,0,1,1,Математика,Физика,Русский язык,70,49,72.0
110,202100723,2021-06-25,Оптотехника,0,1,1,Математика,Физика,Русский язык,70,49,72.0
111,202100723,2021-06-25,Машиностроение,0,1,1,Математика,Физика,Русский язык,70,49,72.0
112,202100723,2021-06-25,Баллистика и гидроаэродинамика,0,1,1,Математика,Физика,Русский язык,70,49,72.0
113,202100723,2021-06-25,Конструкторско-технологическое обеспечение машиностроительных производств,0,1,1,Математика,Физика,Русский язык,70,49,72.0
114,202100731,2021-06-25,Прикладная механика,0,1,1,Математика,Физика,Русский язык,68,66,86.0
115,202100731,2021-06-25,Ракетные комплексы и космонавтика,0,1,1,Математика,Физика,Русский язык,68,66,86.0
116,202100731,2021-06-25,Лазерная техника и лазерные технологии,0,1,1,Математика,Физика,Русский язык,68,66,86.0
117,202100747,2021-06-25,Навигационно-баллистическое обеспечение применения космической техники,0,1,1,Математика,Физика,Русский язык,84,57,80.0
118,202100747,2021-06-25,Специальные организационно-технические системы,0,1,1,Математика,Физика,Русский язык,84,57,80.0
119,202100710,2021-06-25,Двигатели летательных аппаратов,1,1,1,Математика,Физика,Русский язык,68,52,72.0
120,202100710,2021-06-25,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,1,1,Математика,Физика,Русский язык,68,52,72.0
121,202100710,2021-06-25,Энергетическое машиностроение,0,1,1,Математика,Физика,Русский язык,68,52,72.0
122,202100710,2021-06-25,Боеприпасы и взрыватели,0,1,1,Математика,Физика,Русский язык,68,52,72.0
123,202100710,2021-06-25,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,1,1,Математика,Физика,Русский язык,68,52,72.0
124,202100739,2021-06-25,Энергетическое машиностроение,0,1,1,Математика,Физика,Русский язык,62,61,76.0
125,202100739,2021-06-25,Мехатроника и робототехника,0,1,1,Математика,Физика,Русский язык,62,61,76.0
126,202100739,2021-06-25,Приборостроение,0,1,1,Математика,Физика,Русский язык,62,61,76.0
127,202100166,2021-06-25,Боеприпасы и взрыватели,0,1,1,Математика,Физика,Русский язык,56,47,61.0
128,202100589,2021-06-26,Проектирование авиационных и ракетных двигателей,0,1,2,Математика,Физика,Русский язык,45,49,64.0
129,202100589,2021-06-26,Теплоэнергетика и теплотехника,0,1,2,Математика,Физика,Русский язык,45,49,64.0
130,202100589,2021-06-26,Технологические машины и оборудование,0,1,2,Математика,Физика,Русский язык,45,49,64.0
131,202100589,2021-06-26,Навигационно-баллистическое обеспечение применения космической техники,0,1,2,Математика,Физика,Русский язык,45,49,64.0
132,202100589,2021-06-26,Машиностроение,0,1,2,Математика,Физика,Русский язык,45,49,64.0
133,202100508,2021-06-26,Системы управления летательными аппаратами,0,1,1,Математика,Информатика и ИКТ,Русский язык,62,83,86.0
134,202100508,2021-06-26,Интегрированные системы летательных аппаратов,1,1,1,Математика,Информатика и ИКТ,Русский язык,62,83,86.0
135,202100508,2021-06-26,Программная инженерия,0,1,1,Математика,Информатика и ИКТ,Русский язык,62,83,86.0
136,202100508,2021-06-26,Информационные системы и технологии,0,1,1,Математика,Информатика и ИКТ,Русский язык,62,83,86.0
137,202100508,2021-06-26,Информатика и вычислительная техника,0,1,1,Математика,Информатика и ИКТ,Русский язык,62,83,86.0
138,202100254,2021-06-26,Перевод и переводоведение,1,1,2,Иностранный язык,Обществознание,Русский язык,87,78,82.0
139,202100772,2021-06-26,Энергетическое машиностроение,0,1,1,Математика,Физика,Русский язык,82,81,92.0
140,202100772,2021-06-26,Теплоэнергетика и теплотехника,0,1,1,Математика,Физика,Русский язык,82,81,92.0
141,202100772,2021-06-26,Конструкторско-технологическое обеспечение машиностроительных производств,0,1,1,Математика,Физика,Русский язык,82,81,92.0
142,202100772,2021-06-26,Теплоэнергетика и теплотехника,0,1,2,Математика,Физика,Русский язык,82,81,92.0
143,202100772,2021-06-26,Энергетическое машиностроение,0,1,2,Математика,Физика,Русский язык,82,81,92.0
144,202100690,2021-06-26,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,1,1,Математика,Физика,Русский язык,70,53,71.0
145,202100690,2021-06-26,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",1,1,2,Математика,Физика,Русский язык,70,53,71.0
146,202100690,2021-06-26,Специальные организационно-технические системы,0,1,1,Математика,Физика,Русский язык,70,53,71.0
147,202100690,2021-06-26,Специальные организационно-технические системы,0,1,2,Математика,Физика,Русский язык,70,53,71.0
148,202100690,2021-06-26,Проектирование авиационных и ракетных двигателей,0,1,1,Математика,Физика,Русский язык,70,53,71.0
149,202100690,2021-06-26,Проектирование авиационных и ракетных двигателей,0,1,2,Математика,Физика,Русский язык,70,53,71.0
150,202100690,2021-06-26,Ракетные комплексы и космонавтика,0,1,1,Математика,Физика,Русский язык,70,53,71.0
151,202100690,2021-06-26,Ракетные комплексы и космонавтика,0,1,2,Математика,Физика,Русский язык,70,53,71.0
152,202100690,2021-06-26,Лазерная техника и лазерные технологии,0,1,1,Математика,Физика,Русский язык,70,53,71.0
153,202100690,2021-06-26,Лазерная техника и лазерные технологии,0,1,2,Математика,Физика,Русский язык,70,53,71.0
154,202100203,2021-06-26,Баллистика и гидроаэродинамика,0,1,1,Математика,Физика,Русский язык,78,81,72.0
155,202100203,2021-06-26,Двигатели летательных аппаратов,0,1,1,Математика,Физика,Русский язык,78,81,72.0
156,202100203,2021-06-26,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,1,1,Математика,Физика,Русский язык,78,81,72.0
157,202100203,2021-06-26,Проектирование авиационных и ракетных двигателей,0,1,1,Математика,Физика,Русский язык,78,81,72.0
158,202100203,2021-06-26,Ракетные комплексы и космонавтика,1,1,1,Математика,Физика,Русский язык,78,81,72.0
159,202100244,2021-06-26,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,1,1,Математика,Физика,Русский язык,80,64,72.0
160,202100244,2021-06-26,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",1,1,1,Математика,Физика,Русский язык,80,64,72.0
161,202100790,2021-06-26,Теплоэнергетика и теплотехника,0,1,1,Математика,Физика,Русский язык,0,0,0.0
162,202100793,2021-06-26,Оптотехника,0,1,1,Математика,Физика,Русский язык,45,53,49.0
163,202100793,2021-06-26,Оптотехника,0,1,2,Математика,Физика,Русский язык,45,53,49.0
164,202100793,2021-06-26,Технологические машины и оборудование,0,1,1,Математика,Физика,Русский язык,45,53,49.0
165,202100793,2021-06-26,Технологические машины и оборудование,0,1,2,Математика,Физика,Русский язык,45,53,49.0
166,202100793,2021-06-26,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,1,1,Математика,Физика,Русский язык,45,53,49.0
167,202100793,2021-06-26,Боеприпасы и взрыватели,0,1,1,Математика,Физика,Русский язык,45,53,49.0
168,202100786,2021-06-26,Информатика и вычислительная техника,0,1,1,Математика,Информатика и ИКТ,Русский язык,65,52,9.0
169,202100314,2021-06-26,Информационные системы и технологии,0,1,1,Математика,Информатика и ИКТ,Русский язык,70,50,84.0
170,202100314,2021-06-26,Программная инженерия,0,1,1,Математика,Информатика и ИКТ,Русский язык,70,50,84.0
171,202100314,2021-06-26,Лазерная техника и лазерные технологии,1,1,1,Математика,Физика,Русский язык,70,62,84.0
172,202100529,2021-06-26,Баллистика и гидроаэродинамика,0,1,1,Математика,Физика,Русский язык,62,54,73.0
173,202100529,2021-06-26,Баллистика и гидроаэродинамика,0,1,2,Математика,Физика,Русский язык,62,54,73.0
174,202100529,2021-06-26,Оптотехника,0,1,1,Математика,Физика,Русский язык,62,54,73.0
175,202100529,2021-06-26,Оптотехника,0,1,2,Математика,Физика,Русский язык,62,54,73.0
176,202100529,2021-06-26,Технологические машины и оборудование,0,1,1,Математика,Физика,Русский язык,62,54,73.0
177,202100529,2021-06-26,Технологические машины и оборудование,0,1,2,Математика,Физика,Русский язык,62,54,73.0
178,202100492,2021-06-26,Баллистика и гидроаэродинамика,0,1,1,Математика,Физика,Русский язык,72,49,54.0
179,202100492,2021-06-26,Баллистика и гидроаэродинамика,0,1,2,Математика,Физика,Русский язык,72,49,54.0
180,202100492,2021-06-26,Навигационно-баллистическое обеспечение применения космической техники,0,1,1,Математика,Физика,Русский язык,72,49,54.0
181,202100492,2021-06-26,Навигационно-баллистическое обеспечение применения космической техники,0,1,2,Математика,Физика,Русский язык,72,49,54.0
182,202100492,2021-06-26,Ракетные комплексы и космонавтика,0,1,2,Математика,Физика,Русский язык,72,49,54.0
183,202100492,2021-06-26,Теплоэнергетика и теплотехника,0,1,2,Математика,Физика,Русский язык,72,49,54.0
184,202100492,2021-06-26,Двигатели летательных аппаратов,0,1,2,Математика,Физика,Русский язык,72,49,54.0
185,202100492,2021-06-26,Двигатели летательных аппаратов,0,1,1,Математика,Физика,Русский язык,72,49,54.0
186,202100611,2021-06-26,Специальные организационно-технические системы,0,1,1,Математика,Физика,Русский язык,50,55,72.0
187,202100611,2021-06-26,Боеприпасы и взрыватели,0,1,1,Математика,Физика,Русский язык,50,55,72.0
188,202100611,2021-06-26,Баллистика и гидроаэродинамика,0,1,1,Математика,Физика,Русский язык,50,55,72.0
189,202100063,2021-06-26,Радиотехника,0,1,1,Математика,Информатика и ИКТ,Русский язык,72,80,69.0
190,202100063,2021-06-26,Программная инженерия,0,1,1,Математика,Информатика и ИКТ,Русский язык,72,80,69.0
191,202100063,2021-06-26,Приборостроение,0,1,1,Математика,Физика,Русский язык,72,61,69.0
192,202100063,2021-06-26,Информационные системы и технологии,0,1,1,Математика,Информатика и ИКТ,Русский язык,72,80,69.0
193,202100311,2021-06-26,Программная инженерия,0,1,1,Математика,Информатика и ИКТ,Русский язык,50,85,90.0
194,202100311,2021-06-26,Информатика и вычислительная техника,0,1,1,Математика,Информатика и ИКТ,Русский язык,50,85,90.0
195,202100311,2021-06-26,Программная инженерия,0,1,2,Математика,Информатика и ИКТ,Русский язык,50,85,90.0
196,202100311,2021-06-26,Информатика и вычислительная техника,0,1,2,Математика,Информатика и ИКТ,Русский язык,50,85,90.0
197,202100694,2021-06-27,Лазерная техника и лазерные технологии,0,1,1,Математика,Физика,Русский язык,82,62,88.0
198,202100694,2021-06-27,Мехатроника и робототехника,0,1,1,Математика,Физика,Русский язык,82,62,88.0
199,202100694,2021-06-27,Ракетные комплексы и космонавтика,0,1,1,Математика,Физика,Русский язык,82,62,88.0
200,202100694,2021-06-27,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,1,1,Математика,Физика,Русский язык,82,62,88.0
201,202100527,2021-06-27,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,1,2,Математика,Физика,Русский язык,45,45,66.0
202,202100563,2021-06-27,Двигатели летательных аппаратов,0,1,1,Математика,Физика,Русский язык,68,45,65.0
203,202100563,2021-06-27,Мехатроника и робототехника,0,1,1,Математика,Физика,Русский язык,68,45,65.0
204,202100563,2021-06-27,Машиностроение,0,1,1,Математика,Физика,Русский язык,68,45,65.0
205,202100563,2021-06-27,Баллистика и гидроаэродинамика,0,1,1,Математика,Физика,Русский язык,68,45,65.0
206,202100305,2021-06-27,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",1,1,1,Математика,Физика,Русский язык,94,91,98.0
207,202100778,2021-06-27,Ракетные комплексы и космонавтика,0,1,1,Математика,Физика,Русский язык,39,74,84.0
208,202100778,2021-06-27,Двигатели летательных аппаратов,0,1,1,Математика,Физика,Русский язык,39,74,84.0
209,202100778,2021-06-27,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,1,1,Математика,Физика,Русский язык,39,74,84.0
210,202100778,2021-06-27,Проектирование авиационных и ракетных двигателей,0,1,1,Математика,Физика,Русский язык,39,74,84.0
211,202100778,2021-06-27,Ракетные комплексы и космонавтика,0,1,2,Математика,Физика,Русский язык,39,74,84.0
212,202100778,2021-06-27,Двигатели летательных аппаратов,0,1,2,Математика,Физика,Русский язык,39,74,84.0
213,202100778,2021-06-27,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,1,2,Математика,Физика,Русский язык,39,74,84.0
214,202100778,2021-06-27,Проектирование авиационных и ракетных двигателей,0,1,2,Математика,Физика,Русский язык,39,74,84.0
215,202100527,2021-06-27,"Стрелково-пушечное, артиллерийское и ракетное оружие",0,1,1,Математика,Физика,Русский язык,45,45,66.0
216,202100063,2021-06-27,Информатика и вычислительная техника,0,1,1,Математика,Информатика и ИКТ,Русский язык,72,80,69.0
217,202100755,2021-06-27,Ракетные комплексы и космонавтика,0,1,1,Математика,Физика,Русский язык,74,49,64.0
218,202100755,2021-06-27,Двигатели летательных аппаратов,0,1,1,Математика,Физика,Русский язык,74,49,64.0
219,202100755,2021-06-27,Теплоэнергетика и теплотехника,0,1,1,Математика,Физика,Русский язык,74,49,64.0
220,202100755,2021-06-27,Энергетическое машиностроение,0,1,1,Математика,Физика,Русский язык,74,49,64.0
221,202100755,2021-06-27,Машиностроение,0,1,1,Математика,Физика,Русский язык,74,49,64.0
222,202100651,2021-06-27,Машиностроение,0,1,1,Математика,Физика,Русский язык,56,68,73.0
223,202100651,2021-06-27,Ракетные комплексы и космонавтика,0,1,1,Математика,Физика,Русский язык,56,68,73.0
224,202100651,2021-06-27,Проектирование авиационных и ракетных двигателей,0,1,1,Математика,Физика,Русский язык,56,68,73.0
225,202100651,2021-06-27,Конструкторско-технологическое обеспечение машиностроительных производств,0,1,1,Математика,Физика,Русский язык,56,68,73.0
226,202100651,2021-06-27,Двигатели летательных аппаратов,0,1,1,Математика,Физика,Русский язык,56,68,73.0
227,202100709,2021-06-27,Радиоэлектронные системы и комплексы,0,1,1,Математика,Физика,Русский язык,72,44,67.0
228,202100784,2021-06-27,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",1,1,1,Математика,Физика,Русский язык,76,68,86.0
229,202100784,2021-06-27,Навигационно-баллистическое обеспечение применения космической техники,0,1,1,Математика,Физика,Русский язык,76,68,86.0
230,202100784,2021-06-27,Радиоэлектронные системы и комплексы,0,1,1,Математика,Физика,Русский язык,76,68,86.0
231,202100784,2021-06-27,Мехатроника и робототехника,0,1,1,Математика,Физика,Русский язык,76,68,86.0
232,202100784,2021-06-27,Лазерная техника и лазерные технологии,0,1,1,Математика,Физика,Русский язык,76,68,86.0
233,202100831,2021-06-27,Мехатроника и робототехника,0,1,1,Математика,Физика,Русский язык,84,89,98.0
234,202100082,2021-06-27,Навигационно-баллистическое обеспечение применения космической техники,0,1,1,Математика,Физика,Русский язык,72,62,70.0
235,202100082,2021-06-27,Проектирование авиационных и ракетных двигателей,0,1,1,Математика,Физика,Русский язык,72,62,70.0
236,202100082,2021-06-27,"Проектирование, производство и эксплуатация ракет и ракетно-космических комплексов",0,1,1,Математика,Физика,Русский язык,72,62,70.0
237,202100833,2021-06-27,Радиоэлектронные системы и комплексы,0,1,1,Математика,Физика,Русский язык,62,47,69.0
238,202100833,2021-06-27,Теплоэнергетика и теплотехника,0,1,1,Математика,Физика,Русский язык,62,47,69.0
239,202100833,2021-06-27,Боеприпасы и взрыватели,0,1,1,Математика,Физика,Русский язык,62,47,69.0
240,202100833,2021-06-27,Двигатели летательных аппаратов,0,1,1,Математика,Физика,Русский язык,62,47,69.0
241,202100833,2021-06-27,Технологические машины и оборудование,0,1,1,Математика,Физика,Русский язык,62,47,69.0
242,202100811,2021-06-27,Оптотехника,0,1,1,Математика,Физика,Русский язык,62,78,88.0
243,202100811,2021-06-27,Лазерная техника и лазерные технологии,0,1,1,Математика,Физика,Русский язык,62,78,88.0
