,abiturient_id,spec_id,status,predmet_1,predmet_2,predmet_3,predmet_1_bal,predmet_2_bal,predmet_3_bal,edu_form,fin_type,sum_bal
8002,202101197,16,0,Математика,Физика,Русский язык,70,61,88,1,1,192
8003,202101197,13,0,Математика,Физика,Русский язык,70,61,88,1,1,192
8004,202101197,18,0,Математика,Физика,Русский язык,70,61,88,1,1,192
8005,202101197,32,1,Математика,Физика,Русский язык,70,61,88,1,1,192
8006,202101197,5,0,Математика,Физика,Русский язык,70,61,88,1,1,192
8007,202104933,19,0,Математика,Физика,Русский язык,68,51,66,1,1,170
8008,202104933,34,0,Математика,Физика,Русский язык,68,51,66,1,1,170
8009,202104933,33,0,Математика,Физика,Русский язык,68,51,66,1,1,170
8010,202104933,37,0,Математика,Физика,Русский язык,68,51,66,1,1,170
8011,202104933,30,0,Математика,Физика,Русский язык,68,51,66,1,1,170
8012,202104923,27,1,Математика,Физика,Русский язык,72,85,88,1,1,242
8013,202104923,4,0,Математика,Информатика и ИКТ,Русский язык,72,85,88,1,1,242
8014,202104923,9,0,Математика,Физика,Русский язык,72,85,88,1,1,242
8015,202104923,1,0,Математика,Информатика и ИКТ,Русский язык,72,85,88,1,1,242
8016,202104872,2,0,Математика,Информатика и ИКТ,Русский язык,45,63,61,1,1,171
8017,202104872,2,1,Математика,Информатика и ИКТ,Русский язык,45,63,61,1,2,171
8018,202104872,1,0,Математика,Информатика и ИКТ,Русский язык,45,63,61,1,1,171
8019,202104872,1,0,Математика,Информатика и ИКТ,Русский язык,45,63,61,1,2,171
8020,202104872,7,0,Математика,Информатика и ИКТ,Русский язык,45,63,61,1,1,171
8021,202104872,3,0,Математика,Информатика и ИКТ,Русский язык,45,63,61,1,1,171
8022,202104727,32,0,Математика,Физика,Русский язык,72,62,88,1,1,196
8023,202104727,20,0,Математика,Физика,Русский язык,72,62,88,1,1,196
8024,202104727,16,0,Математика,Физика,Русский язык,72,62,88,1,1,196
8025,202104727,5,0,Математика,Физика,Русский язык,72,62,88,1,1,196
8026,202104727,22,0,Математика,Физика,Русский язык,72,62,88,1,1,196
8027,202102173,13,0,Математика,Физика,Русский язык,78,83,82,1,1,244
8028,202102173,8,0,Математика,Физика,Русский язык,78,83,82,1,1,244
8029,202102173,6,0,Математика,Физика,Русский язык,78,83,82,1,1,244
8030,202102173,18,0,Математика,Физика,Русский язык,78,83,82,1,1,244
8031,202103358,1,0,Математика,Информатика и ИКТ,Русский язык,74,68,71,1,1,210
8032,202103358,2,0,Математика,Информатика и ИКТ,Русский язык,74,68,71,1,1,210
8033,202103358,3,0,Математика,Информатика и ИКТ,Русский язык,74,68,71,1,1,210
8034,202103358,35,0,Математика,Информатика и ИКТ,Русский язык,74,68,71,1,1,210
8035,202103358,36,0,Математика,Информатика и ИКТ,Русский язык,74,68,71,1,1,210
8036,202103361,1,0,Математика,Информатика и ИКТ,Русский язык,70,88,84,1,1,246
8037,202103361,4,1,Математика,Информатика и ИКТ,Русский язык,70,88,84,1,1,246
8038,202103361,2,0,Математика,Информатика и ИКТ,Русский язык,70,88,84,1,1,246
8039,202103361,3,0,Математика,Информатика и ИКТ,Русский язык,70,88,84,1,1,246
8040,202103361,7,0,Математика,Информатика и ИКТ,Русский язык,70,88,84,1,1,246
8041,202104563,18,0,Математика,Физика,Русский язык,70,58,76,1,1,186
8042,202104563,4,0,Математика,Информатика и ИКТ,Русский язык,70,65,76,1,1,200
8043,202104563,3,0,Математика,Информатика и ИКТ,Русский язык,70,65,76,1,1,200
8044,202104563,1,0,Математика,Информатика и ИКТ,Русский язык,70,65,76,1,1,200
8045,202104563,2,0,Математика,Информатика и ИКТ,Русский язык,70,65,76,1,1,200
8046,202100115,2,0,Математика,Информатика и ИКТ,Русский язык,56,48,64,1,1,152
8047,202100115,2,1,Математика,Информатика и ИКТ,Русский язык,56,48,64,1,2,152
8048,202100115,1,0,Математика,Информатика и ИКТ,Русский язык,56,48,64,1,1,152
8049,202100115,1,0,Математика,Информатика и ИКТ,Русский язык,56,48,64,1,2,152
8050,202100017,39,1,Иностранный язык,Обществознание,Русский язык,75,79,90,1,2,233
8051,202104813,1,0,Математика,Информатика и ИКТ,Русский язык,76,75,96,1,1,226
8052,202104813,2,0,Математика,Информатика и ИКТ,Русский язык,76,75,96,1,1,226
8053,202104813,3,0,Математика,Информатика и ИКТ,Русский язык,76,75,96,1,1,226
8054,202104813,7,0,Математика,Информатика и ИКТ,Русский язык,76,75,96,1,1,226
8055,202104813,36,0,Математика,Информатика и ИКТ,Русский язык,76,75,96,1,1,226
8056,202103423,18,0,Математика,Физика,Русский язык,84,76,76,1,1,236
8057,202103423,16,0,Математика,Физика,Русский язык,84,76,76,1,1,236
8058,202103423,22,0,Математика,Физика,Русский язык,84,76,76,1,1,236
8059,202103423,19,0,Математика,Физика,Русский язык,84,76,76,1,1,236
8060,202100686,18,0,Математика,Физика,Русский язык,62,80,80,1,2,222
8061,202103821,1,0,Математика,Информатика и ИКТ,Русский язык,70,73,84,1,1,216
8062,202103821,2,0,Математика,Информатика и ИКТ,Русский язык,70,73,84,1,1,216
8063,202103821,3,0,Математика,Информатика и ИКТ,Русский язык,70,73,84,1,1,216
8064,202103821,16,0,Математика,Физика,Русский язык,70,54,84,1,1,178
8065,202103821,8,0,Математика,Физика,Русский язык,70,54,84,1,1,178
8066,202102676,1,0,Математика,Информатика и ИКТ,Русский язык,84,80,80,1,1,244
8067,202102676,2,0,Математика,Информатика и ИКТ,Русский язык,84,80,80,1,1,244
8068,202104641,1,0,Математика,Информатика и ИКТ,Русский язык,78,85,86,1,1,248
8069,202104641,2,0,Математика,Информатика и ИКТ,Русский язык,78,85,86,1,1,248
8070,202104641,3,0,Математика,Информатика и ИКТ,Русский язык,78,85,86,1,1,248
8071,202104641,2,0,Математика,Информатика и ИКТ,Русский язык,78,85,86,1,2,248
8072,202104641,3,0,Математика,Информатика и ИКТ,Русский язык,78,85,86,1,2,248
8073,202104641,1,0,Математика,Информатика и ИКТ,Русский язык,78,85,86,1,2,248
8074,202104544,2,1,Математика,Информатика и ИКТ,Русский язык,88,83,86,1,1,254
8075,202104544,2,0,Математика,Информатика и ИКТ,Русский язык,88,83,86,1,2,254
8076,202102662,34,0,Математика,Физика,Русский язык,80,72,84,1,1,224
8077,202102662,32,0,Математика,Физика,Русский язык,80,72,84,1,1,224
8078,202102662,30,0,Математика,Физика,Русский язык,80,72,84,1,1,224
8079,202104882,1,0,Математика,Информатика и ИКТ,Русский язык,78,70,84,1,1,218
8080,202104882,2,0,Математика,Информатика и ИКТ,Русский язык,78,70,84,1,1,218
8081,202104882,3,0,Математика,Информатика и ИКТ,Русский язык,78,70,84,1,1,218
8082,202104948,34,1,Математика,Физика,Русский язык,56,59,94,1,1,174
8083,202104948,32,0,Математика,Физика,Русский язык,56,59,94,1,1,174
8084,202104948,27,0,Математика,Физика,Русский язык,56,59,94,1,1,174
8085,202104948,19,0,Математика,Физика,Русский язык,56,59,94,1,1,174
8086,202104948,8,0,Математика,Физика,Русский язык,56,59,94,1,1,174
8087,202102182,8,0,Математика,Физика,Русский язык,50,44,60,1,2,138
8088,202102742,1,0,Математика,Информатика и ИКТ,Русский язык,62,53,72,1,2,168
8089,202102742,3,0,Математика,Информатика и ИКТ,Русский язык,62,53,72,1,2,168
8090,202102742,2,0,Математика,Информатика и ИКТ,Русский язык,62,53,72,1,2,168
8091,202102742,3,0,Математика,Информатика и ИКТ,Русский язык,62,53,72,1,1,168
8092,202101144,27,0,Математика,Физика,Русский язык,50,58,76,1,1,166
8093,202101144,30,0,Математика,Физика,Русский язык,50,58,76,1,1,166
8094,202101144,33,0,Математика,Физика,Русский язык,50,58,76,1,1,166
8095,202101144,9,0,Математика,Физика,Русский язык,50,58,76,1,1,166
8096,202101144,11,0,Математика,Физика,Русский язык,50,58,76,1,1,166
8097,202100853,22,0,Математика,Физика,Русский язык,39,45,61,1,1,129
8098,202100853,5,0,Математика,Физика,Русский язык,39,45,61,1,1,129
8099,202100853,22,0,Математика,Физика,Русский язык,39,45,61,1,2,129
8100,202100853,5,0,Математика,Физика,Русский язык,39,45,61,1,2,129
8101,202100853,27,0,Математика,Физика,Русский язык,39,45,61,1,1,129
8102,202104928,3,0,Математика,Информатика и ИКТ,Русский язык,82,93,86,1,1,268
8103,202104928,3,0,Математика,Информатика и ИКТ,Русский язык,82,93,86,1,2,268
8104,202104928,1,0,Математика,Информатика и ИКТ,Русский язык,82,93,86,1,1,268
8105,202104928,1,0,Математика,Информатика и ИКТ,Русский язык,82,93,86,1,2,268
8106,202104928,2,0,Математика,Информатика и ИКТ,Русский язык,82,93,86,1,1,268
8107,202104928,2,0,Математика,Информатика и ИКТ,Русский язык,82,93,86,1,2,268
8108,202104928,4,0,Математика,Информатика и ИКТ,Русский язык,82,93,86,1,1,268
8109,202104928,4,0,Математика,Информатика и ИКТ,Русский язык,82,93,86,1,2,268
8110,202104928,7,0,Математика,Информатика и ИКТ,Русский язык,82,93,86,1,1,268
8111,202104928,7,0,Математика,Информатика и ИКТ,Русский язык,82,93,86,1,2,268
8112,202100248,16,0,Математика,Физика,Русский язык,76,70,80,1,1,216
8113,202100248,32,1,Математика,Физика,Русский язык,76,70,80,1,1,216
8114,202100248,8,0,Математика,Физика,Русский язык,76,70,80,1,1,216
8115,202100248,22,0,Математика,Физика,Русский язык,76,70,80,1,1,216
8116,202100248,37,0,Математика,Физика,Русский язык,76,70,80,1,1,216
8117,202101592,1,0,Математика,Информатика и ИКТ,Русский язык,50,45,76,1,2,140
8118,202101592,1,0,Математика,Информатика и ИКТ,Русский язык,50,45,76,1,1,140
8119,202101592,2,0,Математика,Информатика и ИКТ,Русский язык,50,45,76,1,2,140
8120,202101592,2,0,Математика,Информатика и ИКТ,Русский язык,50,45,76,1,1,140
8121,202101592,3,1,Математика,Информатика и ИКТ,Русский язык,50,45,76,1,2,140
8122,202101592,3,0,Математика,Информатика и ИКТ,Русский язык,50,45,76,1,1,140
8123,202101592,35,0,Математика,Информатика и ИКТ,Русский язык,50,45,76,1,1,140
8124,202101592,36,0,Математика,Информатика и ИКТ,Русский язык,50,45,76,1,1,140
8125,202102301,1,0,Математика,Информатика и ИКТ,Русский язык,50,58,76,1,1,166
8126,202102301,1,1,Математика,Информатика и ИКТ,Русский язык,50,58,76,1,2,166
8127,202102301,2,0,Математика,Информатика и ИКТ,Русский язык,50,58,76,1,1,166
8128,202102301,2,0,Математика,Информатика и ИКТ,Русский язык,50,58,76,1,2,166
8129,202102301,3,0,Математика,Информатика и ИКТ,Русский язык,50,58,76,1,1,166
8130,202102301,36,0,Математика,Информатика и ИКТ,Русский язык,50,58,76,1,1,166
8131,202104939,32,0,Математика,Физика,Русский язык,62,59,70,1,1,180
8132,202104939,33,0,Математика,Физика,Русский язык,62,59,70,1,1,180
8133,202104939,6,0,Математика,Физика,Русский язык,62,59,70,1,1,180
8134,202102170,1,0,Математика,Информатика и ИКТ,Русский язык,72,78,86,1,1,228
8135,202102170,2,0,Математика,Информатика и ИКТ,Русский язык,72,78,86,1,1,228
8136,202102170,3,0,Математика,Информатика и ИКТ,Русский язык,72,78,86,1,1,228
8137,202101589,13,0,Математика,Физика,Русский язык,45,41,71,1,1,127
8138,202101589,13,0,Математика,Физика,Русский язык,45,41,71,1,2,127
8139,202101589,18,0,Математика,Физика,Русский язык,45,41,71,1,2,127
8140,202101589,18,0,Математика,Физика,Русский язык,45,41,71,1,1,127
8141,202104980,32,0,Математика,Физика,Русский язык,74,55,82,1,1,184
8142,202104980,34,0,Математика,Физика,Русский язык,74,55,82,1,1,184
8143,202104980,27,0,Математика,Физика,Русский язык,74,55,82,1,1,184
8144,202104980,33,0,Математика,Физика,Русский язык,74,55,82,1,1,184
8145,202104981,25,1,Математика,Обществознание,Русский язык,39,51,62,1,2,141
8146,202104982,35,0,Математика,Информатика и ИКТ,Русский язык,62,58,96,1,1,178
8147,202104982,34,0,Математика,Физика,Русский язык,62,48,96,1,1,158
8148,202104982,8,0,Математика,Физика,Русский язык,62,48,96,1,1,158
8149,202104983,31,0,Математика,Физика,Русский язык,62,59,71,1,1,180
8150,202104983,30,1,Математика,Физика,Русский язык,62,59,71,1,1,180
8151,202104936,3,0,Математика,Информатика и ИКТ,Русский язык,72,58,55,2,2,188
8152,202104936,3,0,Математика,Информатика и ИКТ,Русский язык,72,58,55,1,1,188
8153,202104936,1,0,Математика,Информатика и ИКТ,Русский язык,72,58,55,1,1,188
8154,202104936,2,0,Математика,Информатика и ИКТ,Русский язык,72,58,55,1,1,188
8155,202104941,1,0,Математика,Информатика и ИКТ,Русский язык,39,55,82,1,1,149
8156,202104941,1,0,Математика,Информатика и ИКТ,Русский язык,39,55,82,1,2,149
8157,202104941,2,0,Математика,Информатика и ИКТ,Русский язык,39,55,82,1,1,149
8158,202104941,2,0,Математика,Информатика и ИКТ,Русский язык,39,55,82,1,2,149
8159,202104941,26,1,Иностранный язык,Математика,Русский язык,74,39,82,1,2,152
8160,202104941,3,0,Математика,Информатика и ИКТ,Русский язык,39,55,82,1,1,149
8161,202104941,3,0,Математика,Информатика и ИКТ,Русский язык,39,55,82,1,2,149
8162,202104706,62,1,Русский язык,Обществознание,Иностранный язык,72,54,51,2,2,180
8163,202104706,39,1,Иностранный язык,Обществознание,Русский язык,51,54,72,1,2,159
8164,202104706,62,0,Русский язык,Обществознание,Иностранный язык,72,54,51,1,2,180
8165,202103652,16,0,Математика,Физика,Русский язык,84,70,76,1,1,224
8166,202103652,1,0,Математика,Информатика и ИКТ,Русский язык,84,75,76,1,1,234
8167,202103652,3,0,Математика,Информатика и ИКТ,Русский язык,84,75,76,1,1,234
8168,202103652,31,0,Математика,Физика,Русский язык,84,70,76,1,1,224
8169,202104900,3,0,Математика,Информатика и ИКТ,Русский язык,62,63,69,1,1,188
8170,202104900,3,0,Математика,Информатика и ИКТ,Русский язык,62,63,69,1,2,188
8171,202104900,1,0,Математика,Информатика и ИКТ,Русский язык,62,63,69,1,1,188
8172,202104900,1,0,Математика,Информатика и ИКТ,Русский язык,62,63,69,1,2,188
8173,202104900,2,0,Математика,Информатика и ИКТ,Русский язык,62,63,69,1,1,188
8174,202104900,2,0,Математика,Информатика и ИКТ,Русский язык,62,63,69,1,2,188
8175,202104584,2,0,Математика,Информатика и ИКТ,Русский язык,80,75,88,1,1,230
8176,202104584,3,0,Математика,Информатика и ИКТ,Русский язык,80,75,88,1,1,230
8177,202104995,32,0,Математика,Физика,Русский язык,62,57,86,1,1,176
8178,202104995,35,0,Математика,Информатика и ИКТ,Русский язык,62,60,86,1,1,182
8179,202104995,36,0,Математика,Информатика и ИКТ,Русский язык,62,60,86,1,1,182
8180,202104995,31,0,Математика,Физика,Русский язык,62,57,86,1,1,176
8181,202104995,7,0,Математика,Информатика и ИКТ,Русский язык,62,60,86,1,1,182
8182,202101560,9,0,Математика,Физика,Русский язык,70,62,72,1,1,194
8183,202101560,8,0,Математика,Физика,Русский язык,70,62,72,1,1,194
8184,202101560,11,0,Математика,Физика,Русский язык,70,62,72,1,1,194
8185,202101560,22,0,Математика,Физика,Русский язык,70,62,72,1,1,194
8186,202101560,10,0,Математика,Физика,Русский язык,70,62,72,1,1,194
8187,202103452,12,0,Математика,Физика,Русский язык,80,70,84,1,1,220
8188,202103452,19,0,Математика,Физика,Русский язык,80,70,84,1,1,220
8189,202103452,34,0,Математика,Физика,Русский язык,80,70,84,1,1,220
8190,202100808,31,0,Математика,Физика,Русский язык,68,53,69,1,1,174
8191,202101617,39,1,Иностранный язык,Обществознание,Русский язык,79,55,78,1,2,189
8192,202101340,34,0,Математика,Физика,Русский язык,76,83,78,1,1,242
8193,202101340,32,0,Математика,Физика,Русский язык,76,83,78,1,1,242
8194,202101340,27,0,Математика,Физика,Русский язык,76,83,78,1,1,242
8195,202101340,6,0,Математика,Физика,Русский язык,76,83,78,1,1,242
8196,202101340,13,0,Математика,Физика,Русский язык,76,83,78,1,1,242
8197,202103569,36,1,Математика,Информатика и ИКТ,Русский язык,70,80,92,1,1,230
8198,202103569,35,0,Математика,Информатика и ИКТ,Русский язык,70,80,92,1,1,230
8199,202103569,3,0,Математика,Информатика и ИКТ,Русский язык,70,80,92,1,1,230
8200,202100398,1,0,Математика,Информатика и ИКТ,Русский язык,88,73,90,1,1,234
8201,202100398,2,0,Математика,Информатика и ИКТ,Русский язык,88,73,90,1,1,234
8202,202100398,3,0,Математика,Информатика и ИКТ,Русский язык,88,73,90,1,1,234
8203,202105000,3,0,Математика,Информатика и ИКТ,Русский язык,45,46,61,1,2,137
8204,202105000,3,1,Математика,Информатика и ИКТ,Русский язык,45,46,61,2,2,137
8205,202103445,3,0,Математика,Информатика и ИКТ,Русский язык,78,0,0,1,1,78
8206,202103445,1,0,Математика,Информатика и ИКТ,Русский язык,78,0,0,1,1,78
8207,202103445,2,0,Математика,Информатика и ИКТ,Русский язык,78,0,0,1,1,78
8208,202104935,1,0,Математика,Информатика и ИКТ,Русский язык,45,45,67,1,2,135
8209,202104935,2,0,Математика,Информатика и ИКТ,Русский язык,45,45,67,1,2,135
8210,202104935,17,0,Математика,Информатика и ИКТ,Русский язык,45,45,67,1,2,135
8211,202104575,32,0,Математика,Физика,Русский язык,84,70,88,1,1,224
8212,202104575,33,0,Математика,Физика,Русский язык,84,70,88,1,1,224
8213,202104575,18,0,Математика,Физика,Русский язык,84,70,88,1,1,224
8214,202104575,22,0,Математика,Физика,Русский язык,84,70,88,1,1,224
8215,202104575,13,0,Математика,Физика,Русский язык,84,70,88,1,1,224
8216,202104794,26,0,Иностранный язык,Математика,Русский язык,86,70,90,1,2,226
8217,202103089,39,0,Иностранный язык,Обществознание,Русский язык,72,48,71,1,2,168
8218,202103089,62,0,Русский язык,Обществознание,Иностранный язык,71,48,72,1,2,167
8219,202104105,18,0,Математика,Физика,Русский язык,78,72,80,1,1,222
8220,202104105,9,0,Математика,Физика,Русский язык,78,72,80,1,1,222
8221,202104105,27,0,Математика,Физика,Русский язык,78,72,80,1,1,222
8222,202104105,32,0,Математика,Физика,Русский язык,78,72,80,1,1,222
8223,202104105,34,0,Математика,Физика,Русский язык,78,72,80,1,1,222
8224,202104604,3,1,Математика,Информатика и ИКТ,Русский язык,86,88,92,1,1,262
8225,202104604,3,0,Математика,Информатика и ИКТ,Русский язык,86,88,92,1,2,262
8226,202103499,27,0,Математика,Физика,Русский язык,74,51,84,1,1,176
8227,202103499,9,0,Математика,Физика,Русский язык,74,51,84,1,1,176
8228,202103499,34,0,Математика,Физика,Русский язык,74,51,84,1,1,176
8229,202103499,37,0,Математика,Физика,Русский язык,74,51,84,1,1,176
8230,202103499,32,0,Математика,Физика,Русский язык,74,51,84,1,1,176
8231,202104996,39,0,Иностранный язык,Обществознание,Русский язык,81,70,88,1,2,221
8232,202100914,1,0,Математика,Информатика и ИКТ,Русский язык,86,93,94,1,1,272
8233,202100914,2,0,Математика,Информатика и ИКТ,Русский язык,86,93,94,1,1,272
8234,202100914,3,1,Математика,Информатика и ИКТ,Русский язык,86,93,94,1,1,272
8235,202105013,34,0,Математика,Физика,Русский язык,72,64,82,1,1,200
8236,202105013,8,0,Математика,Физика,Русский язык,72,64,82,1,1,200
8237,202105013,16,0,Математика,Физика,Русский язык,72,64,82,1,1,200
8238,202105013,27,1,Математика,Физика,Русский язык,72,64,82,1,1,200
8239,202105013,15,0,Математика,Физика,Русский язык,72,64,82,1,1,200
8240,202105013,34,0,Математика,Физика,Русский язык,72,64,82,1,2,200
8241,202105013,8,0,Математика,Физика,Русский язык,72,64,82,1,2,200
8242,202105013,16,0,Математика,Физика,Русский язык,72,64,82,1,2,200
8243,202105013,27,0,Математика,Физика,Русский язык,72,64,82,1,2,200
8244,202105013,15,0,Математика,Физика,Русский язык,72,64,82,1,2,200
8245,202104039,1,0,Математика,Информатика и ИКТ,Русский язык,68,80,72,1,1,228
8246,202104039,2,0,Математика,Информатика и ИКТ,Русский язык,68,80,72,1,1,228
8247,202104039,3,0,Математика,Информатика и ИКТ,Русский язык,68,80,72,1,1,228
8248,202104039,4,0,Математика,Информатика и ИКТ,Русский язык,68,80,72,1,1,228
8249,202104039,7,0,Математика,Информатика и ИКТ,Русский язык,68,80,72,1,1,228
8250,202105014,1,0,Математика,Информатика и ИКТ,Русский язык,72,88,80,1,1,248
8251,202105014,1,0,Математика,Информатика и ИКТ,Русский язык,72,88,80,1,2,248
8252,202105014,2,0,Математика,Информатика и ИКТ,Русский язык,72,88,80,1,1,248
8253,202105014,2,0,Математика,Информатика и ИКТ,Русский язык,72,88,80,1,2,248
8254,202105014,3,0,Математика,Информатика и ИКТ,Русский язык,72,88,80,1,1,248
8255,202105014,3,0,Математика,Информатика и ИКТ,Русский язык,72,88,80,1,2,248
8256,202105014,4,1,Математика,Информатика и ИКТ,Русский язык,72,88,80,1,1,248
8257,202105014,4,0,Математика,Информатика и ИКТ,Русский язык,72,88,80,1,2,248
8258,202103105,1,0,Математика,Информатика и ИКТ,Русский язык,33,55,62,1,2,143
8259,202103105,2,0,Математика,Информатика и ИКТ,Русский язык,33,55,62,1,2,143
8260,202104605,8,0,Математика,Физика,Русский язык,82,91,76,1,1,264
8261,202104605,9,0,Математика,Физика,Русский язык,82,91,76,1,1,264
8262,202104605,22,0,Математика,Физика,Русский язык,82,91,76,1,1,264
8263,202104605,16,0,Математика,Физика,Русский язык,82,91,76,1,1,264
8264,202104605,15,0,Математика,Физика,Русский язык,82,91,76,1,1,264
8265,202104898,18,0,Математика,Физика,Русский язык,56,57,71,1,1,170
8266,202104898,33,0,Математика,Физика,Русский язык,56,57,71,1,1,170
8267,202104898,16,0,Математика,Физика,Русский язык,56,57,71,1,1,170
8268,202104608,26,0,Иностранный язык,Математика,Русский язык,74,39,72,1,2,152
8269,202104608,3,0,Математика,Информатика и ИКТ,Русский язык,39,53,72,1,2,145
8270,202104700,2,0,Математика,Информатика и ИКТ,Русский язык,90,93,96,1,1,276
8271,202104700,3,0,Математика,Информатика и ИКТ,Русский язык,90,93,96,1,1,276
8272,202104700,1,0,Математика,Информатика и ИКТ,Русский язык,90,93,96,1,1,276
8273,202103827,3,0,Математика,Информатика и ИКТ,Русский язык,84,93,90,1,1,270
8274,202103827,1,0,Математика,Информатика и ИКТ,Русский язык,84,93,90,1,1,270
8275,202103827,2,0,Математика,Информатика и ИКТ,Русский язык,84,93,90,1,1,270
8276,202103289,30,0,Математика,Физика,Русский язык,74,62,64,1,1,198
8277,202103289,31,0,Математика,Физика,Русский язык,74,62,64,1,1,198
8278,202103289,32,0,Математика,Физика,Русский язык,74,62,64,1,1,198
8279,202103795,1,0,Математика,Информатика и ИКТ,Русский язык,68,80,82,1,1,228
8280,202103795,2,0,Математика,Информатика и ИКТ,Русский язык,68,80,82,1,1,228
8281,202104034,30,0,Математика,Физика,Русский язык,50,48,56,1,1,146
8282,202103983,21,0,Математика,Физика,Русский язык,45,52,82,1,1,149
8283,202103983,27,0,Математика,Физика,Русский язык,45,52,82,1,1,149
8284,202103983,30,1,Математика,Физика,Русский язык,45,52,82,1,1,149
8285,202103983,31,0,Математика,Физика,Русский язык,45,52,82,1,1,149
8286,202103983,12,0,Математика,Физика,Русский язык,45,52,82,1,1,149
8287,202105020,1,0,Математика,Информатика и ИКТ,Русский язык,86,95,98,1,1,276
8288,202105020,3,0,Математика,Информатика и ИКТ,Русский язык,86,95,98,1,1,276
8289,202104572,11,0,Математика,Физика,Русский язык,76,85,90,1,1,246
8290,202104572,10,0,Математика,Физика,Русский язык,76,85,90,1,1,246
8291,202104572,9,0,Математика,Физика,Русский язык,76,85,90,1,1,246
8292,202104572,15,0,Математика,Физика,Русский язык,76,85,90,1,1,246
8293,202104990,3,0,Математика,Информатика и ИКТ,Русский язык,68,75,69,1,1,218
8294,202104990,2,0,Математика,Информатика и ИКТ,Русский язык,68,75,69,1,1,218
8295,202104990,1,0,Математика,Информатика и ИКТ,Русский язык,68,75,69,1,1,218
8296,202104990,3,0,Математика,Информатика и ИКТ,Русский язык,68,75,69,1,2,218
8297,202104990,2,0,Математика,Информатика и ИКТ,Русский язык,68,75,69,1,2,218
8298,202104990,1,0,Математика,Информатика и ИКТ,Русский язык,68,75,69,1,2,218
8299,202100798,27,0,Математика,Физика,Русский язык,80,78,80,1,1,236
8300,202100798,30,0,Математика,Физика,Русский язык,80,78,80,1,1,236
8301,202100798,16,0,Математика,Физика,Русский язык,80,78,80,1,1,236
8302,202101602,16,0,Математика,Физика,Русский язык,82,87,86,1,1,256
8303,202101602,10,0,Математика,Физика,Русский язык,82,87,86,1,1,256
8304,202101602,9,0,Математика,Физика,Русский язык,82,87,86,1,1,256
8305,202101602,15,0,Математика,Физика,Русский язык,82,87,86,1,1,256
8306,202101602,20,0,Математика,Физика,Русский язык,82,87,86,1,1,256
8307,202102486,27,0,Математика,Физика,Русский язык,39,42,65,1,2,123
8308,202102486,11,0,Математика,Физика,Русский язык,39,42,65,1,2,123
8309,202102486,37,0,Математика,Физика,Русский язык,39,42,65,1,2,123
8310,202104219,3,0,Математика,Информатика и ИКТ,Русский язык,74,93,82,1,1,260
8311,202104219,2,1,Математика,Информатика и ИКТ,Русский язык,74,93,82,1,1,260
8312,202104219,1,0,Математика,Информатика и ИКТ,Русский язык,74,93,82,1,1,260
8313,202104352,33,0,Математика,Физика,Русский язык,82,68,78,1,1,218
8314,202104352,32,0,Математика,Физика,Русский язык,82,68,78,1,1,218
8315,202104352,18,0,Математика,Физика,Русский язык,82,68,78,1,1,218
8316,202104352,8,0,Математика,Физика,Русский язык,82,68,78,1,1,218
8317,202104352,9,0,Математика,Физика,Русский язык,82,68,78,1,1,218
8318,202102691,32,0,Математика,Физика,Русский язык,72,57,76,1,1,186
8319,202102691,20,1,Математика,Физика,Русский язык,72,57,76,1,1,186
8320,202102691,33,0,Математика,Физика,Русский язык,72,57,76,1,1,186
8321,202103428,39,1,Иностранный язык,Обществознание,Русский язык,60,48,61,1,2,156
8322,202104589,1,0,Математика,Информатика и ИКТ,Русский язык,76,78,88,1,1,232
8323,202104589,2,0,Математика,Информатика и ИКТ,Русский язык,76,78,88,1,1,232
8324,202104589,3,0,Математика,Информатика и ИКТ,Русский язык,76,78,88,1,1,232
8325,202103528,12,0,Математика,Физика,Русский язык,50,48,72,1,1,146
8326,202103528,30,0,Математика,Физика,Русский язык,50,48,72,1,1,146
8327,202103528,31,0,Математика,Физика,Русский язык,50,48,72,1,1,146
8328,202103528,19,0,Математика,Физика,Русский язык,50,48,72,1,1,146
8329,202104199,1,0,Математика,Информатика и ИКТ,Русский язык,78,90,88,1,1,258
8330,202104199,2,1,Математика,Информатика и ИКТ,Русский язык,78,90,88,1,1,258
8331,202104199,3,0,Математика,Информатика и ИКТ,Русский язык,78,90,88,1,1,258
8332,202104199,4,0,Математика,Информатика и ИКТ,Русский язык,78,90,88,1,1,258
8333,202104199,7,0,Математика,Информатика и ИКТ,Русский язык,78,90,88,1,1,258
8334,202103967,23,0,Математика,Обществознание,Русский язык,39,45,65,1,2,129
8335,202103967,24,0,Математика,Обществознание,Русский язык,39,45,65,1,2,129
8336,202104003,31,0,Математика,Физика,Русский язык,80,74,92,1,1,228
8337,202104003,18,0,Математика,Физика,Русский язык,80,74,92,1,1,228
8338,202104003,32,0,Математика,Физика,Русский язык,80,74,92,1,1,228
8339,202104003,34,0,Математика,Физика,Русский язык,80,74,92,1,1,228
8340,202100522,9,1,Математика,Физика,Русский язык,70,80,72,1,1,230
8341,202100522,8,0,Математика,Физика,Русский язык,70,80,72,1,1,230
8342,202100522,31,0,Математика,Физика,Русский язык,70,80,72,1,1,230
8343,202100522,32,0,Математика,Физика,Русский язык,70,80,72,1,1,230
8344,202100522,30,0,Математика,Физика,Русский язык,70,80,72,1,1,230
